,Obligor Name,County Code,County,State,CBSA,CBSA_title,Latitude,ZIP,Longitude
192, New Mexico (State Of),35049.0,"Santa Fe, NM",NM,42140.0,"Santa Fe, NM",35.6975,87501,-105.9821
193, Chautauqua N Y Tob Asset Senior5A,36013.0,"Chautauqua, NY",NY,27460.0,"Jamestown-Dunkirk-Fredonia, NY",42.1084,14710,-79.4056
194, Leland Stanford Junior University,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.4236,94305,-122.1619
195, Delaware Transn Auth,10001.0,"Kent, DE",DE,20100.0,"Dover, DE",39.1564,19901,-75.4955
196, Syracuse City Sch Dist Ny Intercept,36067.0,"Onondaga, NY",NY,45060.0,"Syracuse, NY",43.041,13202,-76.1489
197, Sacramento County Airport System Sacramento Intl,6067.0,"Sacramento, CA",CA,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",38.6817,95837,-121.603
198, Metropolitan Trans Auth Ny Dedicated Tax Fd,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.6964,10004,-74.0253
199, Missoula Mt Wtr Sys Revenue,30063.0,"Missoula, MT",MT,33540.0,"Missoula, MT",46.9006,59802,-114.0027
200, New York (State Of),36001.0,"Albany, NY",NY,10580.0,"Albany-Schenectady-Troy, NY",42.7003,12203,-73.8575
201, Atlanta Ga Wtr & Wastewtr Rev,13121.0,"Fulton, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.7525,30303,-84.3888
202, Monroe Cnty N Y,36055.0,"Monroe, NY",NY,40380.0,"Rochester, NY",43.1558,14614,-77.6142
203, Louisiana St Dept Trans,22033.0,"East Baton Rouge Parish, LA",LA,12940.0,"Baton Rouge, LA",30.4089,70809,-91.0842
204, Trustees Of Columbia University In The City Of New York,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8116,10027,-73.955
205, Childrens Mercy Hospital And Clinics,29095.0,"Jackson, MO",MO,28140.0,"Kansas City, MO-KS",39.0837,64108,-94.5868
206, Wake Cnty N C,37183.0,"Wake, NC",NC,39580.0,"Raleigh, NC",35.7587,27602,-78.6711
207, North Charleston S C,45019.0,"Charleston, SC",SC,16700.0,"Charleston-North Charleston, SC",32.9352,29406,-80.0325
208, Alpine School District/Ut,49049.0,"Utah, UT",UT,39340.0,"Provo-Orem, UT",40.3928,84003,-111.7941
209, Marina Coast Wtr Dist Calif,6053.0,"Monterey, CA",CA,41500.0,"Salinas, CA",36.6849,93933,-121.7934
210, Connecticut (State Of) Uconn 2000,9013.0,"Tolland, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.808,06269,-72.251
211, Knox Cnty Tenn,47093.0,"Knox, TN",TN,28940.0,"Knoxville, TN",35.9625,37902,-83.9209
212, University Of Illinois,17019.0,"Champaign, IL",IL,16580.0,"Champaign-Urbana, IL",40.1095,61801,-88.2036
213, Upper Trinity Regl Wtr Dist Tex,48121.0,"Denton, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.0198,75067,-96.9925
214, Arapahoe Cnty Colo Wtr & Wastewater Auth,8005.0,"Arapahoe, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.6133,80166,-105.0166
215, New Jersey State Appropriation,34021.0,"Mercer, NJ",NJ,45940.0,"Trenton, NJ",40.2248,08609,-74.741
216, Metropolitan Nashville Arpt Auth Tenn - Subordinate,47037.0,"Davidson, TN",TN,34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.1633,37214,-86.6609
217, New York St School Dist Fing Pg 2022A Pool,36001.0,"Albany, NY",NY,10580.0,"Albany-Schenectady-Troy, NY",42.6526,12207,-73.7562
218, Burlingame Calif Elem Sch Dist,6081.0,"San Mateo, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.5671,94010,-122.3676
219, Michigan State Of (Appropriation),26065.0,"Ingham, MI",MI,29620.0,"Lansing-East Lansing, MI",42.7334,48933,-84.5571
220, Madison Wis Met Sch Dist,55025.0,"Dane, WI",WI,31540.0,"Madison, WI",43.0775,53703,-89.3831
221, Brookland Cayce S C Sch Dist,45063.0,"Lexington, SC",SC,17900.0,"Columbia, SC",33.995,29169,-81.0888
222, Snowmass Colo Wtr & Santn Dist,8097.0,"Pitkin, CO",CO,24060.0,"Glenwood Springs, CO",39.2212,81615,-106.932
223, Maricopa Cnty Ariz Cmnty College Dist,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.4227,85281,-111.9261
224, West Virginia (State Of),54039.0,"Kanawha, WV",WV,16620.0,"Charleston, WV",38.3358,25305,-81.6123
225, Kern Calif High Sch Dist,6029.0,"Kern, CA",CA,12540.0,"Bakersfield, CA",35.3384,93309,-119.0627
226, Grand Parkway Transportation - Subordinate,48453.0,"Travis, TX",TX,12420.0,"Austin-Round Rock, TX",30.2713,78701,-97.7426
227, Port Authority Of New York And New Jersey,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7085,10006,-74.0135
228, Advocate Aurora Health Inc,17043.0,"DuPage, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.8034,60515,-88.0138
229, New York State Appropriation,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7139,10007,-74.007
230, Phoenix Ariz Civic Impt Corp Sales Tax - Subordinate,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.4511,85003,-112.0774
231, School District Of Philadelphia,42101.0,"Philadelphia, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9677,19130,-75.1735
232, Providence Health And Services,53033.0,"King, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.4714,98057,-122.2203
233, Oxnard Calif Un High Sch Dist,6111.0,"Ventura, CA",CA,37100.0,"Oxnard-Thousand Oaks-Ventura, CA",34.2141,93030,-119.175
234, Gilbert Ariz,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.3354,85296,-111.7406
235, Memorial Sloan-Kettering Cancer Center,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7651,10065,-73.9638
236, Atrium Health,37119.0,"Mecklenburg, NC",NC,16740.0,"Charlotte-Concord-Gastonia, NC-SC",35.2081,28203,-80.8583
237, Honolulu City And County Of,15003.0,"Honolulu, HI",HI,46520.0,"Urban Honolulu, HI",21.3179,96813,-157.8521
238, Clark Cnty Wash Pub Util Dist No 1 Wtr Rev,53011.0,"Clark, WA",WA,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",45.6514,98663,-122.6604
239, Foothill Eastern Transn Corridor Agy Calif,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.7074,92618,-117.7054
240, Dallas Fort Worth Tex Intl Arpt,48113.0,"Dallas, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.7673,75261,-96.7776
241, Miami-Dade Cnty Fla Sch Brd,12086.0,"Miami-Dade, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",25.7867,33132,-80.18
242, Atlantic Cnty N J,34001.0,"Atlantic, NJ",NJ,12100.0,"Atlantic City-Hammonton, NJ",39.3664,08401,-74.4317
243, Allegheny Cnty Pa,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.4423,15219,-79.983
244, Montclair State University,34013.0,"Essex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.843,07043,-74.2011
245, Canyons Sch Dist Utah,49035.0,"Salt Lake, UT",UT,41620.0,"Salt Lake City, UT",40.5794,84070,-111.8816
246, Cornell University,36109.0,"Tompkins, NY",NY,27060.0,"Ithaca, NY",42.4406,14850,-76.4966
247, Nevada (State Of),32510.0,"Carson City, NV",NV,16180.0,"Carson City, NV",39.1507,89701,-119.7459
248, Los Angeles Calif Department Of Water & Power,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0614,90012,-118.2385
249, Durham Cnty N C Ctfs Partn,37063.0,"Durham, NC",NC,20500.0,"Durham-Chapel Hill, NC",35.9967,27701,-78.8966
250, San Diego County Regional Transportation Commission,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",32.7185,92101,-117.1593
251, East Cherry Creek Vy Wtr & Santn Dist Colo,8005.0,"Arapahoe, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.6012,80016,-104.7394
252, Georgia St Ports Auth,13051.0,"Chatham, GA",GA,42340.0,"Savannah, GA",32.1082,31408,-81.1746
253, New Jersey Institute Of Technology,34013.0,"Essex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.732,07102,-74.1765
254, Chicago Ill O Hare Intl Arpt,17031.0,"Cook, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.85,60666,-87.6501
255, Virginia Beach Appropriation,51810.0,"Virginia Beach (city), VA",VA,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",36.8392,23462,-76.1522
256, New Mexico St Severance Tax,35049.0,"Santa Fe, NM",NM,42140.0,"Santa Fe, NM",35.6975,87501,-105.9821
257, East Hampton Twn N Y,36103.0,"Suffolk, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.993,11937,-72.179
258, Albuquerque Bernalillo Cnty Wtr Util Auth N Mex Jt Wtr & Swr Sys,35001.0,"Bernalillo, NM",NM,10740.0,"Albuquerque, NM",35.0818,87102,-106.6482
259, Georgia St Rd & Twy Auth - Garvee,13121.0,"Fulton, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.7489,30334,-84.3872
260, Scottsdale Ariz,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.4936,85251,-111.9167
261, Manatee Co Fl Water And Sewer System,12081.0,"Manatee, FL",FL,35840.0,"North Port-Sarasota-Bradenton, FL",27.4841,34205,-82.5834
262, Lcra Transmission Services Corporation,48209.0,"Hays, TX",TX,12420.0,"Austin-Round Rock, TX",30.2268,78620,-98.1029
263, Wichita Ks Wtr & Swr Utility Revenue,20173.0,"Sedgwick, KS",KS,48620.0,"Wichita, KS",37.6899,67202,-97.3355
264, University Of Colorado,8013.0,"Boulder, CO",CO,14500.0,"Boulder, CO",40.015,80309,-105.2705
265, Aurora Colo Cops,8005.0,"Arapahoe, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.6987,80012,-104.8377
266, Freedom Academy Fndtn,49049.0,"Utah, UT",UT,39340.0,"Provo-Orem, UT",40.2607,84604,-111.6549
267, Dallastown Pa Area Sch Dist,42133.0,"York, PA",PA,49620.0,"York-Hanover, PA",39.9124,17313,-76.6535
268, Taylor Ind Cmnty Sch Corp,18067.0,"Howard, IN",IN,29020.0,"Kokomo, IN",40.4509,46902,-86.1352
269, Nassau Cnty Ny,36059.0,"Nassau, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7469,11501,-73.6398
270, Salem Health,41047.0,"Marion, OR",OR,41420.0,"Salem, OR",44.949,97301,-123.004
271, Florida St Brd Ed,12073.0,"Leon, FL",FL,45220.0,"Tallahassee, FL",30.4383,32399,-84.2807
272, Massachusetts St Wtr Res Auth,25025.0,"Suffolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3778,02129,-71.0627
273, Fort Collins Colo Elec Util Enterprise,8069.0,"Larimer, CO",CO,22660.0,"Fort Collins, CO",40.5813,80521,-105.1039
274, Broomfield Colo Cops,8013.0,"Boulder, CO",CO,14500.0,"Boulder, CO",39.9245,80020,-105.0609
275, Northeast Ohio Regional Sewer District,39035.0,"Cuyahoga, OH",OH,17460.0,"Cleveland-Elyria, OH",41.4946,44115,-81.667
276, Passaic Valley N J Wtr Commn,34031.0,"Passaic, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8789,07011,-74.1425
277, Union Cnty Nc,37179.0,"Union, NC",NC,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34.8946,28112,-80.554
278, Texas St Univ Sys,48453.0,"Travis, TX",TX,12420.0,"Austin-Round Rock, TX",30.2713,78701,-97.7426
279, Lower Co River Authority Texas Transmission Svc Corp,48453.0,"Travis, TX",TX,12420.0,"Austin-Round Rock, TX",30.2907,78703,-97.7648
280, Adams & Arapahoe Cntys Colo Jt Sch Dist No 28J Aurora,8001.0,"Adams, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.7378,80011,-104.8152
281, Fridley Minn,27003.0,"Anoka, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",45.095,55432,-93.2396
282, Maine (State Of),23011.0,"Kennebec, ME",ME,12300.0,"Augusta-Waterville, ME",44.3106,04333,-69.7795
283, University Of Maryland Med Sys,24510.0,"Baltimore (city), MD",MD,12580.0,"Baltimore-Columbia-Towson, MD",39.2946,21201,-76.6252
284, Enfield Conn,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.989,06082,-72.5652
285, West Windsor Plainsboro N J Regl Sch Dist,34021.0,"Mercer, NJ",NJ,45940.0,"Trenton, NJ",40.2669,08550,-74.6511
286, Mount Olive Twp N J,34027.0,"Morris, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8731,07828,-74.7426
287, Oklahoma St Cap Impt Auth St Hwy Cap Impt Rev,40109.0,"Oklahoma, OK",OK,36420.0,"Oklahoma City, OK",35.5108,73105,-97.5003
288, New York City Of,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7139,10007,-74.007
289, Oberlin College,39093.0,"Lorain, OH",OH,17460.0,"Cleveland-Elyria, OH",41.2899,44074,-82.2229
290, Louisville & Jefferson Cnty Ky,21111.0,"Jefferson, KY",KY,31140.0,"Louisville/Jefferson County, KY-IN",38.2507,40202,-85.7476
291, Canadian Riv Mun Wtr Auth Tex,48233.0,"Hutchinson, TX",TX,14420.0,"Borger, TX",35.702,79078,-101.5346
292, Charles Cnty Md,24017.0,"Charles, MD",MD,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.5257,20646,-76.9865
293, Chester Cnty Pa,42029.0,"Chester, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9845,19380,-75.5962
294, North Carolina St Grant Antic Rev,37183.0,"Wake, NC",NC,39580.0,"Raleigh, NC",35.7977,27699,-78.6253
295, Los Angeles Cnty Calif Santn Dists Fing Auth,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0011,90601,-118.0371
296, Pomona Calif Lease,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0418,91766,-117.7569
297, Chaffey Calif Un High Sch Dist,6071.0,"San Bernardino, CA",CA,40140.0,"Riverside-San Bernardino-Ontario, CA",34.0584,91762,-117.6665
298, Central Utah Water Conservancy District,49049.0,"Utah, UT",UT,39340.0,"Provo-Orem, UT",40.2818,84058,-111.7209
299, Hawaii Cnty Hawaii,15001.0,"Hawaii, HI",HI,25900.0,"Hilo, HI",19.7025,96720,-155.0939
300, Orange Cnty Fla Wtr Utils Sys Rev,12095.0,"Orange, FL",FL,36740.0,"Orlando-Kissimmee-Sanford, FL",28.5399,32801,-81.3727
301, West Caldwell Twp N J,34013.0,"Essex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8545,07006,-74.2789
302, Scppa Windy Flats Proj,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.1287,91740,-117.8552
303, Regional Transn Dist Colo,8031.0,"Denver, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.7491,80202,-104.9946
304, Carroll Cnty Ga,13045.0,"Carroll, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.5809,30112,-85.0792
305, San Francisco Calif City & Cnty,6075.0,"San Francisco, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.7813,94102,-122.4167
306, Prince William Cnty Va,51153.0,"Prince William, VA",VA,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.676,22192,-77.3163
307, Boston University,25025.0,"Suffolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3471,02215,-71.1027
308, Forsyth Cnty N C Ltd Oblig,37067.0,"Forsyth, NC",NC,49180.0,"Winston-Salem, NC",36.1024,27101,-80.2228
309, Forsyth Cnty Ga Sch Dist,13117.0,"Forsyth, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",34.2321,30040,-84.158
310, Seattle Wash Wtr Sys Rev,53033.0,"King, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.6062,98124,-122.3321
311, Maricopa Cnty Ariz Sch Dist No 214 Tolleson Un High,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.4777,85392,-112.3093
312, Santa Clara Calif Uni Sch Dist,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.3483,95051,-121.9844
313, Peacehealth System Services,53011.0,"Clark, WA",WA,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",45.6032,98683,-122.5133
314, Stamford Conn,9001.0,"Fairfield, CT",CT,14860.0,"Bridgeport-Stamford-Norwalk, CT",41.0531,06901,-73.539
315, Mountain House Csd Lease Rev,6077.0,"San Joaquin, CA",CA,44700.0,"Stockton-Lodi, CA",37.7695,95391,-121.5397
316, Colorado Sch Mines,8059.0,"Jefferson, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.7305,80401,-105.1915
317, Farmington Independent School District No 192,27037.0,"Dakota, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",44.6628,55024,-93.1539
318, Covenant Medical Center,26145.0,"Saginaw, MI",MI,40980.0,"Saginaw, MI",43.4248,48602,-83.9745
319, South San Francisco Calif Lease,6081.0,"San Mateo, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.6574,94080,-122.4235
320, Franklin Pa Regl Sch Dist,42129.0,"Westmoreland, PA",PA,38300.0,"Pittsburgh, PA",40.4467,15668,-79.6842
321, La Habra Calif Util Auth,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.9345,90633,-117.9452
322, Clarksville Tenn Wtr Swr & Gasrev,47125.0,"Montgomery, TN",TN,17300.0,"Clarksville, TN-KY",36.522,37040,-87.349
323, Simsbury Conn,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.8759,06070,-72.8012
324, Cincinnati Ohio,39061.0,"Hamilton, OH",OH,17140.0,"Cincinnati, OH-KY-IN",39.1072,45202,-84.502
325, Deschutes Ore,41017.0,"Deschutes, OR",OR,13460.0,"Bend-Redmond, OR",44.0915,97703,-121.4073
326, Tampa Fla Stormwater Spl Assmt Rev,12057.0,"Hillsborough, FL",FL,45300.0,"Tampa-St. Petersburg-Clearwater, FL",27.9614,33602,-82.4597
327, Ascension Health,29189.0,"St. Louis, MO",MO,41180.0,"St. Louis, MO-IL",38.6459,63105,-90.3264
328, Lake Cnty Ill Cmnty High Sch Dist No 115 Lake Forest,17097.0,"Lake, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",42.2374,60045,-87.8482
329, Colorado St Brd Governors,8101.0,"Pueblo, CO",CO,39380.0,"Pueblo, CO",38.2879,81001,-104.5848
330, District Of Columbia Wtr & Swr Auth - Subord,11001.0,"District of Columbia, DC",DC,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.8338,20032,-76.9995
331, Rwj Barnabas Health Inc,34013.0,"Essex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7859,07052,-74.2568
332, Ct Spl Tax 1St Lien,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.7498,06106,-72.6947
333, Edgewater N J,34003.0,"Bergen, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8317,07020,-73.9738
334, California State University,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.7706,90802,-118.182
335, Round Rock Tex,48491.0,"Williamson, TX",TX,12420.0,"Austin-Round Rock, TX",30.5145,78664,-97.668
336, Guilford Cnty N C,37081.0,"Guilford, NC",NC,24660.0,"Greensboro-High Point, NC",36.0726,27402,-79.792
337, Gilbert Ariz Wtr Res Mun Ppty Corp,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.3354,85296,-111.7406
338, Concord Mass,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.4567,01742,-71.3747
339, University Of Oklahoma,40027.0,"Cleveland, OK",OK,36420.0,"Oklahoma City, OK",35.2204,73069,-97.4577
340, Hackensack Meridian Health,34023.0,"Middlesex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.5325,08837,-74.3375
341, Wellspan Health Obligated Group,42133.0,"York, PA",PA,49620.0,"York-Hanover, PA",39.9494,17403,-76.713
342, Sudbury Mass,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3837,01776,-71.4282
343, Escondido Calif Water Rev,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",33.1101,92025,-117.07
344, Cabarrus Cnty N C Ltd Oblig,37025.0,"Cabarrus, NC",NC,16740.0,"Charlotte-Concord-Gastonia, NC-SC",35.3716,28025,-80.53
345, Los Angeles Cnty Calif Met Transn Auth Prop A,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0614,90012,-118.2385
346, Chippewa Valley Mich Schs,26099.0,"Macomb, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.6206,48038,-82.9608
347, Greenwich Conn,9001.0,"Fairfield, CT",CT,14860.0,"Bridgeport-Stamford-Norwalk, CT",41.0427,06830,-73.6262
348, Ohio State University,39049.0,"Franklin, OH",OH,18140.0,"Columbus, OH",40.0028,43210,-83.0164
349, Howard Cnty Md,24027.0,"Howard, MD",MD,12580.0,"Baltimore-Columbia-Towson, MD",39.2548,21043,-76.8001
350, Honolulu Hawaii,15003.0,"Honolulu, HI",HI,46520.0,"Urban Honolulu, HI",21.3179,96813,-157.8521
351, New York Power Auth Transmission Proj,36081.0,"Queens, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7763,11105,-73.911
352, University Of Miami,12086.0,"Miami-Dade, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",25.7205,33146,-80.2728
353, Charlotte N C,37119.0,"Mecklenburg, NC",NC,16740.0,"Charlotte-Concord-Gastonia, NC-SC",35.229,28202,-80.8419
354, Illinois (State Of),17167.0,"Sangamon, IL",IL,44100.0,"Springfield, IL",39.7989,62706,-89.6534
355, Clark Cnty Nev Wtr Reclamation Dist,32003.0,"Clark, NV",NV,29820.0,"Las Vegas-Henderson-Paradise, NV",36.1205,89122,-115.0523
356, Fayetteville N C,37051.0,"Cumberland, NC",NC,22180.0,"Fayetteville, NC",35.0743,28301,-78.8836
357, Montgomery Cnty Pa,42091.0,"Montgomery, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",40.1496,19403,-75.3796
358, Virginia Res Auth Infr Rev,51760.0,"City of Richmond, VA",VA,40060.0,"Richmond, VA",37.5463,23219,-77.4378
359, Orange Cnty Calif Lease,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.7523,92701,-117.8541
360, University Of Alabama,1125.0,"Tuscaloosa, AL",AL,46220.0,"Tuscaloosa, AL",33.3072,35487,-87.5859
361, South Carolina Public Service Authority,45015.0,"Berkeley, SC",SC,16700.0,"Charleston-North Charleston, SC",33.1971,29461,-80.0233
362, Indiana St Univ,18167.0,"Vigo, IN",IN,45460.0,"Terre Haute, IN",39.471,47809,-87.4111
363, Regional Tran Auth La,22071.0,"Orleans, LA",LA,35380.0,"New Orleans-Metairie, LA",29.9746,70119,-90.0852
364, Hueneme Calif Elementary Sch Dist,6111.0,"Ventura, CA",CA,37100.0,"Oxnard-Thousand Oaks-Ventura, CA",34.1626,93041,-119.1973
365, University Calif Regts Medical Center Pooled Rev,6001.0,"Alameda, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.8071,94607,-122.2851
366, Nevada St Index Fuel Tax,32510.0,"Carson City, NV",NV,16180.0,"Carson City, NV",39.1507,89701,-119.7459
367, Contra Costa Water District,6013.0,"Contra Costa, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.9823,94520,-122.0362
368, South Bay Expressway,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",32.7185,92101,-117.1593
369, Santa Clara Vy Calif Transn Auth - Measure A,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.4087,95134,-121.9406
370, San Jose Evergreen Calif Cmnty College Dist,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.3163,95128,-121.9356
371, San Francisco Calif City & Cnty Lease,6075.0,"San Francisco, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.7813,94102,-122.4167
372, Des Moines Iowa,19153.0,"Polk, IA",IA,19780.0,"Des Moines-West Des Moines, IA",41.5887,50309,-93.6212
373, New Hanover Cnty N C,37129.0,"New Hanover, NC",NC,48900.0,"Wilmington, NC",34.2237,28403,-77.8862
374, Haverstraw Stony Point N Y Cent Sch Dist,36087.0,"Rockland, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",41.2021,10923,-74.0005
